time,force
1300,-5.574042e-02
1300,-5.574042e-02
1300,-5.574042e-02
1300,1.5210378e+00
1300,1.5210378e+00
1300,1.5210378e+00
1300,1.5210378e+00
1300,4.1018195e+00
1300,4.1018195e+00
1300,4.1018195e+00
1300,4.1018195e+00
1300,6.418087e+00
1300,6.418087e+00
1300,6.418087e+00
1300,4.974748e+00
1300,4.974748e+00
1300,4.974748e+00
1300,4.974748e+00
1300,3.8866274e+00
1300,3.8866274e+00
1300,3.8866274e+00
1300,3.8866274e+00
1300,4.1203995e+00
1300,4.1203995e+00
1300,4.1203995e+00
1300,4.854315e+00
1300,4.854315e+00
1300,4.854315e+00
1300,4.854315e+00
1300,5.7323112e+00
1300,5.7323112e+00
1300,5.7323112e+00
1300,5.7323112e+00
1300,6.452207e+00
1300,6.452207e+00
1300,6.452207e+00
1300,7.375133e+00
1300,7.375133e+00
1300,7.375133e+00
1300,7.375133e+00
1300,8.245528e+00
1300,8.245528e+00
1300,8.245528e+00
1300,9.151732e+00
1300,9.151732e+00
1300,9.151732e+00
1300,9.151732e+00
1300,1.0182424e+01
1300,1.0182424e+01
1300,1.0182424e+01
1300,1.0182424e+01
1300,1.1193183e+01
1300,1.1193183e+01
1300,1.1193183e+01
1300,1.2239583e+01
1300,1.2239583e+01
1300,1.2239583e+01
1300,1.1812071e+01
1300,1.1812071e+01
1300,1.1812071e+01
1300,1.1812071e+01
1300,1.3977502e+01
1300,1.3977502e+01
1300,1.3977502e+01
1300,1.5579448e+01
1300,1.5579448e+01
1300,1.5579448e+01
1300,1.5579448e+01
1300,1.6832594e+01
1300,1.6832594e+01
1300,1.6832594e+01
1300,1.6832594e+01
1300,1.822222e+01
1300,1.822222e+01
1300,1.822222e+01
1300,1.9540226e+01
1300,1.9540226e+01
1300,1.9540226e+01
1300,1.9540226e+01
1300,2.0980864e+01
1300,2.0980864e+01
1300,2.0980864e+01
1300,2.0980864e+01
1300,2.2535345e+01
1300,2.2535345e+01
1300,2.2535345e+01
1300,2.4112968e+01
1300,2.4112968e+01
1300,2.4112968e+01
1300,2.4112968e+01
1300,2.569093e+01
1300,2.569093e+01
1300,2.569093e+01
1300,2.742209e+01
1300,2.742209e+01
1300,2.742209e+01
1300,2.742209e+01
1300,2.931811e+01
1300,2.931811e+01
1300,2.931811e+01
1300,2.931811e+01
1300,3.1154335e+01
1300,3.1154335e+01
1300,3.1154335e+01
1300,3.3109642e+01
1300,3.3109642e+01
1300,3.3109642e+01
1300,3.3109642e+01
1300,3.5192814e+01
